Sale_ID,Customer_ID,Product_ID,Quantity,Sale_Date
300069,100195,200001,7,9/28/2024 0:00
300070,100233,200037,2,1/18/2026 0:00
300071,100285,200085,3,6/7/2024 0:00
300072,100098,200038,1,2/29/2024 0:00
300073,100297,200095,2,2/4/2026 0:00
300074,100161,200008,1,5/3/2025 0:00
300075,100258,200068,1,6/4/2025 0:00
300076,100042,200024,1,3/10/2024 0:00
300077,100121,200052,1,8/6/2025 0:00
300078,100127,200075,2,9/26/2025 0:00
300079,100042,200054,3,8/1/2025 0:00
300080,100268,200041,5,7/28/2024 0:00
300081,100161,200031,1,5/14/2024 0:00
300082,100154,200059,1,2/8/2026 0:00
300083,100038,200002,2,7/30/2025 0:00
300084,100052,200010,2,6/2/2025 0:00
300085,100136,200017,5,3/11/2024 0:00
300086,100126,200048,1,3/24/2025 0:00
300087,100279,200091,1,4/6/2026 0:00
300088,100271,200002,3,7/21/2025 0:00
300089,100154,200085,1,5/17/2024 0:00
300090,100136,200015,5,1/30/2026 0:00
300091,100284,200020,1,9/11/2025 0:00
300092,100108,200092,1,12/4/2025 0:00
300093,100136,200065,2,2/22/2024 0:00
300094,100048,200082,2,10/10/2024 0:00
300095,100023,200001,1,5/13/2024 0:00
300096,100135,200021,3,7/18/2025 0:00
300097,100219,200072,1,3/18/2024 0:00
300098,100077,200070,1,1/13/2025 0:00
300099,100299,200071,1,5/10/2024 0:00
300100,100022,200040,2,3/26/2026 0:00
300101,100021,200046,1,9/12/2024 0:00
300102,100053,200046,4,2/20/2025 0:00
300103,100080,200031,4,3/30/2026 0:00
300104,100091,200053,1,1/24/2026 0:00
300105,100171,200053,4,1/22/2026 0:00
300106,100128,200035,1,12/19/2025 0:00
300107,100056,200049,4,4/26/2025 0:00
300108,100114,200026,4,4/16/2025 0:00
300109,100180,200040,4,8/21/2024 0:00
300110,100115,200004,3,2/12/2025 0:00
300111,100169,200036,4,3/2/2026 0:00
300112,100143,200045,3,2/13/2025 0:00
300113,100275,200043,5,4/28/2024 0:00
300114,100134,200023,2,9/28/2024 0:00
300115,100020,200014,2,12/19/2024 0:00
300116,100161,200056,3,6/7/2025 0:00
300117,100060,200050,5,7/13/2024 0:00
300118,100131,200006,3,1/2/2024 0:00
300119,100267,200069,3,1/29/2026 0:00
300120,100101,200047,2,11/11/2025 0:00
300121,100170,200080,1,5/7/2024 0:00
300122,100154,200065,1,2/22/2025 0:00
300123,100168,200052,3,7/21/2025 0:00
300124,100066,200025,2,1/23/2025 0:00
300125,100090,200079,2,2/19/2025 0:00
300126,100281,200001,1,8/3/2024 0:00
300127,100221,200075,3,11/25/2024 0:00
300128,100239,200057,2,8/6/2024 0:00
300129,100262,200061,4,3/26/2026 0:00
300130,100087,200085,1,6/11/2025 0:00
300131,100172,200012,4,2/8/2026 0:00
300132,100121,200087,1,4/5/2026 0:00
300133,100102,200019,1,9/7/2024 0:00
300134,100244,200079,4,3/15/2024 0:00
300135,100234,200054,5,8/12/2025 0:00
300136,100100,200092,3,5/21/2025 0:00
300137,100205,200032,1,12/5/2025 0:00
300138,100003,200097,4,4/19/2024 0:00
300139,100218,200029,1,12/13/2025 0:00
300140,100266,200060,1,9/12/2024 0:00
300141,100063,200059,1,4/20/2025 0:00
300142,100272,200072,2,2/12/2026 0:00
300143,100227,200079,4,5/31/2025 0:00
300144,100219,200071,2,6/11/2024 0:00
300145,100244,200058,1,9/10/2024 0:00
300146,100142,200099,3,5/11/2025 0:00
300147,100123,200036,2,12/31/2025 0:00
300148,100147,200031,1,11/23/2024 0:00
300149,100277,200011,1,8/24/2024 0:00
300150,100197,200089,1,8/7/2024 0:00
300151,100033,200054,2,7/9/2025 0:00
300152,100239,200054,1,3/6/2025 0:00
300153,100200,200099,2,12/13/2025 0:00
300154,100011,200098,2,5/3/2025 0:00
300155,100004,200046,1,2/3/2025 0:00
300156,100215,200069,3,7/13/2025 0:00
300157,100113,200063,1,3/22/2025 0:00
300158,100249,200004,2,11/15/2025 0:00
300159,100208,200093,1,4/23/2025 0:00
300160,100066,200080,2,2/7/2025 0:00
300161,100289,200085,1,10/20/2025 0:00
300162,100220,200018,4,7/5/2024 0:00
300163,100026,200034,2,8/4/2024 0:00
300164,100233,200042,1,1/23/2025 0:00
300165,100143,200097,6,3/7/2025 0:00
300166,100130,200011,2,2/6/2026 0:00
300167,100277,200007,8,12/24/2024 0:00
300168,100115,200084,1,10/29/2025 0:00
300169,100021,200097,1,9/10/2024 0:00
300170,100103,200003,3,9/1/2024 0:00
300171,100065,200061,3,7/31/2025 0:00
300172,100112,200060,3,2/24/2026 0:00
300173,100189,200022,3,2/4/2026 0:00
300174,100059,200100,4,11/14/2024 0:00
300175,100056,200075,1,11/15/2024 0:00
300176,100295,200087,5,1/19/2025 0:00
300177,100204,200092,1,8/29/2025 0:00
300178,100125,200014,3,11/4/2024 0:00
300179,100062,200073,4,12/21/2024 0:00
300180,100273,200055,3,3/11/2024 0:00
300181,100260,200083,1,3/6/2025 0:00
300182,100251,200014,2,1/5/2025 0:00
300183,100236,200091,1,6/29/2024 0:00
300184,100268,200084,1,4/7/2026 0:00
300185,100276,200100,2,3/22/2025 0:00
300186,100138,200042,4,4/30/2026 0:00
300187,100045,200036,5,9/6/2024 0:00
300188,100238,200073,3,1/23/2025 0:00
300189,100173,200004,2,11/28/2024 0:00
300190,100094,200063,1,3/27/2026 0:00
300191,100133,200044,1,9/2/2025 0:00
300192,100142,200072,1,7/14/2024 0:00
300193,100044,200031,3,5/15/2025 0:00
300194,100285,200098,1,5/2/2025 0:00
300195,100252,200058,4,4/5/2024 0:00
300196,100151,200029,2,9/6/2024 0:00
300197,100157,200085,2,4/29/2025 0:00
300198,100284,200068,1,2/2/2026 0:00
300199,100282,200043,2,4/9/2025 0:00
300200,100139,200040,1,5/3/2024 0:00
300201,100099,200041,1,7/2/2025 0:00
300202,100095,200025,1,5/10/2025 0:00
300203,100142,200093,2,2/17/2026 0:00
300204,100269,200077,1,4/12/2024 0:00
300205,100100,200038,1,7/2/2024 0:00
300206,100155,200002,3,5/9/2024 0:00
300207,100141,200006,7,7/20/2025 0:00
300208,100150,200090,6,10/15/2025 0:00
300209,100252,200014,4,8/10/2025 0:00
300210,100146,200061,2,12/14/2024 0:00
300211,100095,200007,1,5/4/2025 0:00
300212,100059,200009,2,3/16/2024 0:00
300213,100296,200081,3,6/4/2024 0:00
300214,100077,200073,6,3/28/2024 0:00
300215,100128,200016,2,3/2/2025 0:00
300216,100116,200100,2,4/6/2025 0:00
300217,100227,200039,4,3/15/2025 0:00
300218,100157,200073,3,9/16/2025 0:00
300219,100051,200098,1,8/4/2024 0:00
300220,100136,200085,1,9/2/2024 0:00
300221,100089,200071,1,1/3/2024 0:00
300222,100210,200058,3,4/26/2025 0:00
300223,100150,200005,1,12/24/2025 0:00
300224,100145,200090,4,3/13/2024 0:00
300225,100120,200034,4,10/2/2025 0:00
300226,100102,200055,1,8/18/2024 0:00
300227,100077,200035,4,3/14/2024 0:00
300228,100031,200022,4,9/1/2025 0:00
300229,100292,200037,2,4/24/2025 0:00
300230,100156,200090,2,10/5/2024 0:00
300231,100257,200070,2,3/23/2024 0:00
300232,100021,200056,3,9/10/2025 0:00
300233,100129,200004,1,11/21/2025 0:00
300234,100295,200076,6,2/22/2026 0:00
300235,100138,200074,1,2/13/2026 0:00
300236,100090,200061,2,3/28/2025 0:00
300237,100143,200024,8,3/22/2025 0:00
300238,100252,200012,2,2/22/2025 0:00
300239,100171,200042,3,6/13/2024 0:00
300240,100169,200053,3,10/22/2024 0:00
300241,100206,200098,2,4/10/2025 0:00
300242,100046,200041,1,4/28/2024 0:00
300243,100207,200066,4,1/2/2024 0:00
300244,100278,200060,2,7/11/2024 0:00
300245,100266,200047,3,5/25/2025 0:00
300246,100227,200098,1,9/30/2024 0:00
300247,100282,200017,5,3/24/2025 0:00
300248,100249,200016,1,10/7/2025 0:00
300249,100123,200091,1,7/18/2025 0:00
300250,100008,200071,2,8/18/2024 0:00
300251,100059,200060,6,10/25/2025 0:00
300252,100079,200064,5,10/25/2024 0:00
300253,100261,200091,1,5/9/2025 0:00
300254,100242,200032,2,5/28/2024 0:00
300255,100197,200025,5,6/4/2025 0:00
300256,100070,200009,1,3/19/2026 0:00
300257,100213,200044,5,6/3/2025 0:00
300258,100137,200001,1,11/1/2024 0:00
300259,100297,200085,2,6/1/2024 0:00
300260,100229,200069,2,12/6/2024 0:00
300261,100283,200098,2,4/11/2025 0:00
300262,100165,200025,7,9/1/2024 0:00
300263,100293,200050,1,3/5/2026 0:00
300264,100211,200006,1,4/29/2025 0:00
300265,100196,200050,7,3/22/2026 0:00
300266,100078,200064,6,5/9/2024 0:00
300267,100258,200076,1,4/12/2024 0:00
300268,100226,200013,2,4/12/2025 0:00
300269,100008,200093,1,11/1/2025 0:00
300270,100080,200010,2,9/28/2024 0:00
300271,100174,200080,3,10/27/2025 0:00
300272,100042,200043,4,6/30/2025 0:00
300273,100195,200041,3,2/16/2026 0:00
300274,100250,200070,1,3/11/2024 0:00
300275,100121,200081,3,10/21/2024 0:00
300276,100117,200096,1,4/10/2024 0:00
300277,100052,200057,1,11/2/2024 0:00
300278,100015,200006,1,2/27/2024 0:00
300279,100151,200046,2,5/29/2024 0:00
300280,100126,200068,2,11/29/2025 0:00
300281,100093,200022,1,9/16/2025 0:00
300282,100196,200080,3,5/24/2025 0:00
300283,100299,200019,1,10/15/2025 0:00
300284,100131,200059,1,1/10/2024 0:00
300285,100239,200037,3,6/10/2024 0:00
300286,100038,200057,6,8/24/2025 0:00
300287,100154,200082,6,12/7/2025 0:00
300288,100129,200059,4,7/22/2024 0:00
300289,100197,200062,1,1/25/2025 0:00
300290,100293,200046,2,12/17/2025 0:00
300291,100152,200003,7,11/5/2025 0:00
300292,100203,200036,1,12/3/2025 0:00
300293,100026,200078,3,10/20/2024 0:00
300294,100118,200078,4,8/12/2024 0:00
300295,100098,200080,1,2/12/2026 0:00
300296,100071,200081,1,10/4/2025 0:00
300297,100021,200040,4,2/4/2024 0:00
300298,100297,200047,3,4/2/2024 0:00
300299,100152,200042,3,6/28/2024 0:00
300300,100103,200017,4,1/9/2025 0:00
300301,100272,200065,5,4/30/2026 0:00
300302,100085,200033,5,5/8/2025 0:00
300303,100152,200096,4,4/3/2026 0:00
300304,100059,200060,6,5/24/2024 0:00
300305,100116,200087,3,2/10/2025 0:00
300306,100286,200047,1,2/8/2025 0:00
300307,100008,200034,2,4/10/2025 0:00
300308,100189,200087,3,9/25/2024 0:00
300309,100300,200049,4,1/15/2025 0:00
300310,100056,200087,1,1/26/2024 0:00
300311,100288,200042,5,8/14/2024 0:00
300312,100033,200082,4,12/18/2025 0:00
300313,100155,200084,2,5/23/2024 0:00
300314,100024,200005,1,5/19/2025 0:00
300315,100060,200013,1,7/4/2025 0:00
300316,100070,200050,2,11/17/2025 0:00
300317,100277,200054,2,1/14/2026 0:00
300318,100080,200054,3,5/16/2025 0:00
300319,100209,200036,1,1/14/2025 0:00
300320,100112,200057,2,8/29/2024 0:00
300321,100186,200013,7,1/11/2025 0:00
300322,100279,200083,2,2/11/2025 0:00
300323,100142,200025,6,4/23/2026 0:00
300324,100233,200012,3,10/19/2025 0:00
300325,100011,200007,4,9/6/2024 0:00
300326,100065,200073,1,4/29/2026 0:00
300327,100284,200027,2,4/12/2026 0:00
300328,100120,200043,3,3/18/2026 0:00
300329,100002,200036,4,5/28/2024 0:00
300330,100067,200070,1,6/27/2024 0:00
300331,100057,200085,4,5/14/2024 0:00
300332,100008,200046,4,8/31/2024 0:00
300333,100166,200003,1,2/23/2024 0:00
300334,100065,200095,2,4/26/2024 0:00
300335,100033,200061,2,1/5/2025 0:00
300336,100263,200076,1,5/30/2025 0:00
300337,100114,200079,1,3/13/2026 0:00
300338,100267,200039,2,2/1/2024 0:00
300339,100032,200062,4,3/12/2025 0:00
300340,100056,200063,3,3/30/2025 0:00
300341,100038,200011,1,5/31/2024 0:00
300342,100034,200017,1,10/10/2025 0:00
300343,100300,200071,3,1/25/2025 0:00
300344,100272,200038,2,9/11/2025 0:00
300345,100221,200013,4,4/27/2024 0:00
300346,100283,200093,4,3/16/2025 0:00
300347,100232,200030,2,4/27/2026 0:00
300348,100233,200052,2,4/7/2024 0:00
300349,100161,200055,1,9/18/2024 0:00
300350,100192,200020,3,4/30/2025 0:00
300351,100035,200012,4,4/5/2024 0:00
300352,100222,200013,3,1/16/2025 0:00
300353,100067,200072,1,7/29/2025 0:00
300354,100288,200043,3,2/24/2025 0:00
300355,100182,200086,6,3/9/2025 0:00
300356,100027,200037,3,12/26/2024 0:00
300357,100054,200074,2,6/7/2024 0:00
300358,100247,200029,4,12/24/2024 0:00
300359,100285,200048,1,10/12/2024 0:00
300360,100294,200029,4,7/28/2025 0:00
300361,100286,200004,3,11/4/2025 0:00
300362,100137,200004,1,12/20/2025 0:00
300363,100159,200044,2,7/4/2024 0:00
300364,100074,200073,3,3/12/2024 0:00
300365,100073,200095,3,2/1/2024 0:00
300366,100047,200096,2,1/20/2025 0:00
300367,100215,200059,1,1/13/2025 0:00
300368,100160,200093,1,8/4/2025 0:00
300369,100044,200007,1,2/11/2026 0:00
300370,100026,200087,1,3/29/2025 0:00
300371,100218,200063,3,2/28/2025 0:00
300372,100140,200028,3,4/26/2024 0:00
300373,100177,200056,1,11/25/2025 0:00
300374,100250,200068,3,2/16/2024 0:00
300375,100113,200051,7,2/26/2024 0:00
300376,100004,200027,1,8/4/2024 0:00
300377,100071,200098,1,12/1/2024 0:00
300378,100062,200001,2,3/16/2025 0:00
300379,100090,200017,2,12/21/2025 0:00
300380,100118,200065,2,11/15/2025 0:00
300381,100182,200010,2,1/29/2026 0:00
300382,100022,200056,1,3/20/2024 0:00
300383,100161,200074,2,2/18/2025 0:00
300384,100214,200038,1,1/22/2024 0:00
300385,100167,200022,4,9/24/2025 0:00
300386,100236,200089,5,3/31/2024 0:00
300387,100224,200014,1,8/26/2025 0:00
300388,100206,200068,1,11/13/2024 0:00
300389,100174,200029,1,6/21/2024 0:00
300390,100040,200066,3,6/27/2025 0:00
300391,100262,200025,5,12/23/2024 0:00
300392,100180,200094,6,10/22/2025 0:00
300393,100076,200031,1,9/19/2024 0:00
300394,100102,200023,3,2/17/2026 0:00
300395,100039,200023,6,10/5/2025 0:00
300396,100253,200060,3,2/17/2026 0:00
300397,100297,200058,3,8/1/2025 0:00
300398,100166,200081,1,3/26/2025 0:00
300399,100035,200061,2,11/6/2024 0:00
300400,100141,200076,1,6/3/2025 0:00
300401,100038,200040,2,2/8/2024 0:00
300402,100030,200048,4,3/19/2024 0:00
300403,100047,200079,2,1/28/2025 0:00
300404,100237,200075,2,3/21/2026 0:00
300405,100022,200058,5,8/8/2025 0:00
300406,100097,200042,3,5/28/2025 0:00
300407,100078,200008,2,4/10/2026 0:00
300408,100176,200092,1,10/23/2025 0:00
300409,100089,200006,1,3/24/2025 0:00
300410,100225,200068,2,6/11/2024 0:00
300411,100187,200048,5,1/31/2025 0:00
300412,100210,200100,1,9/4/2025 0:00
300413,100027,200081,3,3/8/2024 0:00
300414,100169,200013,2,1/30/2025 0:00
300415,100146,200033,3,11/3/2025 0:00
300416,100077,200043,1,11/10/2025 0:00
300417,100073,200045,1,11/2/2025 0:00
300418,100201,200017,2,3/27/2024 0:00
300419,100159,200072,2,3/21/2026 0:00
300420,100169,200017,3,4/28/2026 0:00
300421,100270,200012,3,3/9/2025 0:00
300422,100261,200047,1,11/12/2024 0:00
300423,100093,200028,1,2/23/2026 0:00
300424,100249,200025,1,5/20/2024 0:00
300425,100080,200010,1,3/18/2026 0:00
300426,100052,200065,3,1/26/2026 0:00
300427,100270,200005,3,2/23/2026 0:00
300428,100068,200077,2,6/15/2024 0:00
300429,100093,200089,3,4/8/2026 0:00
300430,100085,200093,2,2/24/2025 0:00
300431,100187,200087,3,3/30/2025 0:00
300432,100146,200097,3,4/4/2025 0:00
300433,100120,200069,1,4/8/2026 0:00
300434,100241,200025,2,8/7/2025 0:00
300435,100226,200060,3,3/7/2026 0:00
300436,100196,200065,2,6/14/2024 0:00
300437,100103,200078,1,9/13/2024 0:00
300438,100027,200083,2,1/15/2025 0:00
300439,100284,200014,3,6/12/2025 0:00
300440,100064,200037,1,6/13/2024 0:00
300441,100140,200058,5,5/30/2024 0:00
300442,100224,200012,6,8/15/2024 0:00
300443,100231,200045,5,2/28/2025 0:00
300444,100028,200051,2,8/29/2024 0:00
300445,100198,200011,2,1/29/2024 0:00
300446,100164,200013,4,10/27/2025 0:00
300447,100172,200019,1,10/20/2024 0:00
300448,100242,200090,4,2/16/2026 0:00
300449,100241,200058,3,3/22/2024 0:00
300450,100010,200033,1,6/2/2024 0:00
300451,100281,200094,3,3/9/2025 0:00
300452,100057,200100,1,11/4/2024 0:00
300453,100063,200007,1,10/16/2025 0:00
300454,100235,200009,1,5/26/2025 0:00
300455,100275,200003,3,8/11/2025 0:00
300456,100124,200092,1,3/15/2025 0:00
300457,100001,200079,2,8/7/2025 0:00
300458,100214,200024,3,3/28/2024 0:00
300459,100269,200047,1,6/22/2025 0:00
300460,100279,200065,4,6/3/2025 0:00
300461,100284,200003,2,4/26/2025 0:00
300462,100023,200082,2,1/17/2025 0:00
300463,100130,200096,1,3/18/2026 0:00
300464,100035,200045,1,11/3/2025 0:00
300465,100054,200099,2,2/13/2026 0:00
300466,100171,200018,1,7/13/2025 0:00
300467,100174,200083,1,3/8/2026 0:00
300468,100238,200090,2,7/5/2024 0:00
300469,100070,200009,3,4/13/2025 0:00
300470,100019,200038,1,3/21/2026 0:00
300471,100103,200006,1,11/13/2024 0:00
300472,100264,200051,7,7/10/2025 0:00
300473,100243,200033,1,10/24/2025 0:00
300474,100098,200037,2,3/10/2026 0:00
300475,100025,200084,1,5/7/2024 0:00
300476,100189,200056,5,1/31/2026 0:00
300477,100226,200050,1,7/10/2024 0:00
300478,100255,200089,2,3/27/2026 0:00
300479,100266,200035,4,1/14/2026 0:00
300480,100218,200011,2,4/22/2026 0:00
300481,100093,200070,1,4/15/2024 0:00
300482,100041,200042,3,11/9/2024 0:00
300483,100229,200078,3,6/19/2024 0:00
300484,100228,200045,2,1/14/2026 0:00
300485,100181,200079,8,10/8/2024 0:00
300486,100030,200010,3,2/19/2025 0:00
300487,100187,200066,4,11/26/2025 0:00
300488,100082,200004,1,9/14/2025 0:00
300489,100225,200005,1,8/29/2024 0:00
300490,100188,200047,2,8/3/2025 0:00
300491,100017,200078,1,4/5/2025 0:00
300492,100190,200048,2,3/19/2024 0:00
300493,100294,200018,2,2/11/2025 0:00
300494,100161,200084,1,4/26/2024 0:00
300495,100014,200095,1,6/14/2025 0:00
300496,100199,200072,1,3/4/2026 0:00
300497,100134,200091,2,9/18/2025 0:00
300498,100147,200089,5,5/17/2025 0:00
300499,100103,200016,1,3/16/2024 0:00
300500,100232,200023,5,3/31/2025 0:00
300501,100045,200088,6,11/23/2024 0:00
300502,100178,200091,1,7/9/2025 0:00
300503,100149,200039,4,12/29/2025 0:00
300504,100090,200047,2,5/4/2024 0:00
300505,100103,200018,1,5/20/2025 0:00
300506,100014,200047,2,1/12/2025 0:00
300507,100240,200071,1,3/29/2024 0:00
300508,100034,200040,2,1/4/2026 0:00
300509,100246,200068,2,2/23/2025 0:00
300510,100295,200010,1,11/20/2024 0:00
300511,100038,200058,2,6/13/2025 0:00
300512,100177,200017,4,3/9/2026 0:00
300513,100283,200082,2,2/25/2026 0:00
300514,100067,200056,2,2/26/2024 0:00
300515,100064,200067,1,6/17/2024 0:00
300516,100083,200042,5,8/18/2024 0:00
300517,100178,200067,5,3/21/2024 0:00
300518,100129,200026,3,7/18/2025 0:00
300519,100141,200017,3,9/21/2025 0:00
300520,100274,200012,2,6/21/2024 0:00
300521,100298,200020,1,10/1/2025 0:00
300522,100173,200073,1,1/30/2024 0:00
300523,100042,200006,6,2/28/2026 0:00
300524,100296,200034,3,2/24/2026 0:00
300525,100293,200054,3,2/1/2024 0:00
300526,100255,200081,2,10/19/2025 0:00
300527,100155,200062,1,4/6/2026 0:00
300528,100208,200039,2,12/6/2025 0:00
300529,100031,200021,2,5/10/2025 0:00
300530,100238,200027,1,5/27/2024 0:00
300531,100161,200092,1,12/19/2024 0:00
300532,100205,200017,3,6/11/2025 0:00
300533,100288,200014,1,4/22/2025 0:00
300534,100063,200035,2,5/24/2024 0:00
300535,100050,200007,1,1/28/2025 0:00
300536,100215,200032,6,6/12/2024 0:00
300537,100168,200074,3,7/13/2024 0:00
300538,100082,200064,8,4/23/2025 0:00
300539,100256,200040,2,4/2/2024 0:00
300540,100202,200065,2,9/3/2024 0:00
300541,100111,200075,2,2/21/2024 0:00
300542,100145,200064,2,10/31/2025 0:00
300543,100241,200037,2,4/20/2024 0:00
300544,100221,200018,5,1/14/2026 0:00
300545,100188,200098,2,2/16/2024 0:00
300546,100206,200007,2,7/18/2024 0:00
300547,100186,200071,1,1/30/2025 0:00
300548,100259,200058,3,10/13/2024 0:00
300549,100061,200017,7,2/7/2025 0:00
300550,100192,200044,2,1/9/2025 0:00
300551,100074,200026,3,2/15/2025 0:00
300552,100257,200006,1,5/20/2024 0:00
300553,100171,200061,2,6/1/2024 0:00
300554,100264,200018,1,9/19/2025 0:00
300555,100164,200021,2,9/23/2025 0:00
300556,100154,200076,1,4/28/2026 0:00
300557,100261,200069,2,7/30/2025 0:00
300558,100154,200061,4,1/12/2025 0:00
300559,100170,200087,1,3/2/2025 0:00
300560,100299,200040,4,1/12/2026 0:00
300561,100014,200077,2,11/2/2025 0:00
300562,100297,200074,1,2/22/2024 0:00
300563,100299,200062,1,10/6/2025 0:00
300564,100195,200019,4,9/5/2024 0:00
300565,100017,200074,6,4/22/2024 0:00
300566,100098,200003,2,3/4/2025 0:00
300567,100078,200053,3,2/24/2025 0:00
300568,100257,200100,3,4/27/2025 0:00
300569,100032,200091,1,7/31/2024 0:00
300570,100288,200042,8,5/4/2025 0:00
300571,100270,200049,1,6/26/2024 0:00
300572,100236,200069,1,12/28/2024 0:00
300573,100136,200079,2,9/9/2024 0:00
300574,100143,200072,1,10/31/2024 0:00
300575,100148,200091,1,12/22/2025 0:00
300576,100251,200041,2,7/27/2025 0:00
300577,100141,200037,1,11/23/2025 0:00
300578,100279,200049,5,2/8/2025 0:00
300579,100177,200099,4,10/24/2024 0:00
300580,100022,200037,6,3/21/2024 0:00
300581,100178,200057,3,2/4/2026 0:00
300582,100246,200028,1,7/5/2025 0:00
300583,100139,200072,3,5/20/2024 0:00
300584,100056,200079,3,9/2/2024 0:00
300585,100125,200007,3,6/27/2025 0:00
300586,100116,200082,1,4/12/2024 0:00
300587,100212,200043,3,4/12/2024 0:00
300588,100071,200001,6,6/10/2024 0:00
300589,100209,200084,5,5/2/2025 0:00
300590,100245,200084,1,10/21/2024 0:00
300591,100165,200037,3,2/26/2026 0:00
300592,100046,200084,2,7/1/2025 0:00
300593,100020,200023,2,6/29/2024 0:00
300594,100019,200051,4,7/9/2024 0:00
300595,100149,200005,1,8/4/2025 0:00
300596,100055,200043,1,10/18/2025 0:00
300597,100279,200068,2,5/17/2024 0:00
300598,100259,200060,1,4/8/2026 0:00
300599,100058,200043,1,4/14/2025 0:00
300600,100132,200092,1,1/24/2026 0:00
300601,100173,200038,2,2/14/2026 0:00
300602,100099,200023,3,10/16/2025 0:00
300603,100208,200055,2,3/29/2024 0:00
300604,100206,200086,1,5/23/2024 0:00
300605,100245,200042,5,1/7/2024 0:00
300606,100134,200050,1,2/10/2026 0:00
300607,100137,200043,1,1/10/2026 0:00
300608,100294,200002,1,1/3/2025 0:00
300609,100121,200008,3,4/21/2025 0:00
300610,100158,200021,2,5/29/2025 0:00
300611,100160,200089,1,10/29/2024 0:00
300612,100189,200079,1,5/16/2024 0:00
300613,100245,200020,2,9/12/2025 0:00
300614,100192,200054,3,4/27/2025 0:00
300615,100276,200086,4,2/19/2026 0:00
300616,100127,200088,3,3/17/2026 0:00
300617,100042,200068,2,12/21/2025 0:00
300618,100186,200010,5,4/24/2024 0:00
300619,100032,200071,5,7/26/2024 0:00
300620,100294,200069,1,12/1/2024 0:00
300621,100267,200057,1,7/29/2024 0:00
300622,100299,200063,1,6/6/2025 0:00
300623,100229,200008,2,6/9/2025 0:00
300624,100213,200059,2,7/26/2025 0:00
300625,100237,200087,4,1/10/2026 0:00
300626,100012,200051,1,1/4/2024 0:00
300627,100112,200075,1,3/9/2025 0:00
300628,100177,200090,1,3/2/2024 0:00
300629,100036,200061,1,2/22/2025 0:00
300630,100093,200099,1,10/18/2025 0:00
300631,100216,200048,8,1/26/2025 0:00
300632,100230,200049,2,11/30/2025 0:00
300633,100277,200018,3,12/22/2024 0:00
